ORDERNUMBER	QUANTITYORDERED	PRICEEACH	ORDERLINENUMBER	SALES	ORDERDATE	STATUS	QTR_ID	MONTH_ID	YEAR_ID	PRODUCTLINE	MSRP	PRODUCTCODE	CUSTOMERNAME	PHONE	ADDRESSLINE1	ADDRESSLINE2	CITY	STATE	POSTALCODE	COUNTRY	TERRITORY
10127	46	100	3	7366.44	6/3/2003 0:00	Shipped	2	6	2003	Classic Cars	151	S12_3148	Muscle Machine Inc	2125557413	4092 Furth Circle	Suite 400	NYC	NY	10022	USA	NA
10142	33	100	13	4985.64	8/8/2003 0:00	Shipped	3	8	2003	Classic Cars	151	S12_3148	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10153	42	100	12	5393.64	9/28/2003 0:00	Shipped	3	9	2003	Classic Cars	151	S12_3148	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10165	34	100	4	4880.02	10/22/2003 0:00	Shipped	4	10	2003	Classic Cars	151	S12_3148	Dragon Souveniers, Ltd.	+65 221 7555	Bronz Sok., Bronz Apt. 3/6 Tesvikiye		Singapore		79903	Singapore	Japan
10176	47	100	3	8378.69	11/6/2003 0:00	Shipped	4	11	2003	Classic Cars	151	S12_3148	L'ordine Souveniers	0522-556555	Strada Provinciale 124		Reggio Emilia		42100	Italy	EMEA
10185	33	100	14	4038.21	11/14/2003 0:00	Shipped	4	11	2003	Classic Cars	151	S12_3148	Mini Creations Ltd.	5085559555	4575 Hillside Dr.		New Bedford	MA	50553	USA	NA
10196	24	100	6	3807.12	11/26/2003 0:00	Shipped	4	11	2003	Classic Cars	151	S12_3148	Super Scale Inc.	2035559545	567 North Pendale Street		New Haven	CT	97823	USA	NA
10208	26	100	14	3142.36	1/2/2004 0:00	Shipped	1	1	2004	Classic Cars	151	S12_3148	Saveley & Henriot, Co.	78.32.5555	2, rue du Commerce		Lyon		69004	France	EMEA
10220	30	100	3	4713.6	2/12/2004 0:00	Shipped	1	2	2004	Classic Cars	151	S12_3148	Clover Collections, Co.	+353 1862 1555	25 Maiden Lane	Floor No. 4	Dublin		2	Ireland	EMEA
10230	43	100	1	7016.31	3/15/2004 0:00	Shipped	1	3	2004	Classic Cars	151	S12_3148	Blauer See Auto, Co.	+49 69 66 90 2555	Lyonerstr. 34		Frankfurt		60528	Germany	EMEA
10247	25	100	3	4381.25	5/5/2004 0:00	Shipped	2	5	2004	Classic Cars	151	S12_3148	Suominen Souveniers	+358 9 8045 555	Software Engineering Center, SEC Oy		Espoo		FIN-02271	Finland	EMEA
10272	27	100	3	4283.01	7/20/2004 0:00	Shipped	3	7	2004	Classic Cars	151	S12_3148	Diecast Classics Inc.	2155551555	7586 Pompton St.		Allentown	PA	70267	USA	NA
10282	27	100	6	4364.82	8/20/2004 0:00	Shipped	3	8	2004	Classic Cars	151	S12_3148	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10293	24	100	9	4242.24	9/9/2004 0:00	Shipped	3	9	2004	Classic Cars	151	S12_3148	Amica Models & Co.	011-4988555	Via Monte Bianco 34		Torino		10100	Italy	EMEA
10306	34	100	14	4982.7	10/14/2004 0:00	Shipped	4	10	2004	Classic Cars	151	S12_3148	AV Stores, Co.	(171) 555-1555	Fauntleroy Circus		Manchester		EC2 5NT	UK	EMEA
10314	46	100	6	6393.54	10/22/2004 0:00	Shipped	4	10	2004	Classic Cars	151	S12_3148	Heintze Collectables	86 21 3555	Smagsloget 45		Aaarhus		8200	Denmark	EMEA
10324	27	54.33	1	1466.91	11/5/2004 0:00	Shipped	4	11	2004	Classic Cars	151	S12_3148	Vitachrome Inc.	2125551500	2678 Kingston Rd.	Suite 101	NYC	NY	10022	USA	NA
10336	33	100	11	4059.33	11/20/2004 0:00	Shipped	4	11	2004	Classic Cars	151	S12_3148	La Corne D'abondance, Co.	(1) 42.34.2555	265, boulevard Charonne		Paris		75012	France	EMEA
10348	47	100	4	4801.52	11/1/2004 0:00	Shipped	4	11	2004	Classic Cars	151	S12_3148	Corrida Auto Replicas, Ltd	(91) 555 22 82	C/ Araquil, 67		Madrid		28023	Spain	EMEA
10358	49	55.34	5	2711.66	12/10/2004 0:00	Shipped	4	12	2004	Classic Cars	151	S12_3148	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10372	40	100	4	5862	1/26/2005 0:00	Shipped	1	1	2005	Classic Cars	151	S12_3148	Tokyo Collectables, Ltd	+81 3 3584 0555	2-2-8 Roppongi		Minato-ku	Tokyo	106-0032	Japan	Japan
10382	37	100	11	4071.85	2/17/2005 0:00	Shipped	1	2	2005	Classic Cars	151	S12_3148	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10413	47	100	3	8236.75	5/5/2005 0:00	Shipped	2	5	2005	Classic Cars	151	S12_3148	Gift Depot Inc.	2035552570	25593 South Bay Ln.		Bridgewater	CT	97562	USA	NA
10108	45	100	4	6130.35	3/3/2003 0:00	Shipped	1	3	2003	Classic Cars	117	S12_3380	Cruz & Sons Co.	+63 2 555 3587	15 McCallum Street - NatWest Center #13-03		Makati City		1227 MM	Philippines	Japan
10122	37	99.82	8	3693.34	5/8/2003 0:00	Shipped	2	5	2003	Classic Cars	117	S12_3380	Marseille Mini Autos	91.24.4555	12, rue des Bouchers		Marseille		13008	France	EMEA
10135	48	100	5	6031.68	7/2/2003 0:00	Shipped	3	7	2003	Classic Cars	117	S12_3380	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10147	31	100	5	3494.94	9/5/2003 0:00	Shipped	3	9	2003	Classic Cars	117	S12_3380	Collectables For Less Inc.	6175558555	7825 Douglas Av.		Brickhaven	MA	58339	USA	NA
10160	46	100	6	5294.14	10/11/2003 0:00	Shipped	4	10	2003	Classic Cars	117	S12_3380	Men 'R' US Retailers, Ltd.	2155554369	6047 Douglas Av.		Los Angeles	CA		USA	NA
10170	47	100	4	5464.69	11/4/2003 0:00	Shipped	4	11	2003	Classic Cars	117	S12_3380	Mini Auto Werke	7675-3555	Kirchgasse 6		Graz		8010	Austria	EMEA
10181	28	100	12	2860.76	11/12/2003 0:00	Shipped	4	11	2003	Classic Cars	117	S12_3380	Herkku Gifts	+47 2267 3215	Drammen 121, PR 744 Sentrum		Bergen		N 5804	Norway	EMEA
10191	40	100	1	5590	11/20/2003 0:00	Shipped	4	11	2003	Classic Cars	117	S12_3380	Toms Spezialitten, Ltd	0221-5554327	Mehrheimerstr. 369		Koln		50739	Germany	EMEA
10203	20	100	6	2254.8	12/2/2003 0:00	Shipped	4	12	2003	Classic Cars	117	S12_3380	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10212	39	100	16	4946.76	1/16/2004 0:00	Shipped	1	1	2004	Classic Cars	117	S12_3380	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10225	25	99.82	7	2495.5	2/22/2004 0:00	Shipped	1	2	2004	Classic Cars	117	S12_3380	Vida Sport, Ltd	0897-034555	Grenzacherweg 237		Gensve		1203	Switzerland	EMEA
10238	29	100	1	3167.38	4/9/2004 0:00	Shipped	2	4	2004	Classic Cars	117	S12_3380	Danish Wholesale Imports	31 12 3555	Vinb'ltet 34		Kobenhavn		1734	Denmark	EMEA
10253	22	100	11	2402.84	6/1/2004 0:00	Cancelled	2	6	2004	Classic Cars	117	S12_3380	UK Collectables, Ltd.	(171) 555-2282	Berkeley Gardens 12  Brewery		Liverpool		WX1 6LT	UK	EMEA
10266	22	100	12	2454.54	7/6/2004 0:00	Shipped	3	7	2004	Classic Cars	117	S12_3380	L'ordine Souveniers	0522-556555	Strada Provinciale 124		Reggio Emilia		42100	Italy	EMEA
10276	47	100	1	5464.69	8/2/2004 0:00	Shipped	3	8	2004	Classic Cars	117	S12_3380	Online Mini Collectables	6175557555	7635 Spinnaker Dr.		Brickhaven	MA	58339	USA	NA
10287	45	100	10	4756.5	8/30/2004 0:00	Shipped	3	8	2004	Classic Cars	117	S12_3380	Vida Sport, Ltd	0897-034555	Grenzacherweg 237		Gensve		1203	Switzerland	EMEA
10300	29	100	3	3984.6	10/4/2003 0:00	Shipped	4	10	2003	Classic Cars	117	S12_3380	Blauer See Auto, Co.	+49 69 66 90 2555	Lyonerstr. 34		Frankfurt		60528	Germany	EMEA
10310	24	100	8	3100.32	10/16/2004 0:00	Shipped	4	10	2004	Classic Cars	117	S12_3380	Toms Spezialitten, Ltd	0221-5554327	Mehrheimerstr. 369		Koln		50739	Germany	EMEA
10320	35	100	1	4850.3	11/3/2004 0:00	Shipped	4	11	2004	Classic Cars	117	S12_3380	Volvo Model Replicas, Co	0921-12 3555	FALSE		Lule		S-958 22	Sweden	EMEA
10329	46	83.63	13	3846.98	11/15/2004 0:00	Shipped	4	11	2004	Classic Cars	117	S12_3380	Land of Toys Inc.	2125557818	897 Long Airport Avenue		NYC	NY	10022	USA	NA
10341	44	95.93	1	4220.92	11/24/2004 0:00	Shipped	4	11	2004	Classic Cars	117	S12_3380	Salzburg Collectables	6562-9555	Geislweg 14		Salzburg		5020	Austria	EMEA
10363	34	96.73	4	3288.82	1/6/2005 0:00	Shipped	1	1	2005	Classic Cars	117	S12_3380	Suominen Souveniers	+358 9 8045 555	Software Engineering Center, SEC Oy		Espoo		FIN-02271	Finland	EMEA
10376	35	100	1	3987.2	2/8/2005 0:00	Shipped	1	2	2005	Classic Cars	117	S12_3380	Boards & Toys Co.	3105552373	4097 Douglas Av.		Glendale	CA	92561	USA	NA
10389	25	72.38	6	1809.5	3/3/2005 0:00	Shipped	1	3	2005	Classic Cars	117	S12_3380	Scandinavian Gift Ideas	0695-34 6555	?kergatan 24		Boras		S-844 67	Sweden	EMEA
10419	10	100	11	1092.2	5/17/2005 0:00	Shipped	2	5	2005	Classic Cars	117	S12_3380	Salzburg Collectables	6562-9555	Geislweg 14		Salzburg		5020	Austria	EMEA
10105	29	100	14	4566.05	2/11/2003 0:00	Shipped	1	2	2003	Classic Cars	173	S12_3891	Danish Wholesale Imports	31 12 3555	Vinb'ltet 34		Kobenhavn		1734	Denmark	EMEA
10117	39	100	8	5938.14	4/16/2003 0:00	Shipped	2	4	2003	Classic Cars	173	S12_3891	Dragon Souveniers, Ltd.	+65 221 7555	Bronz Sok., Bronz Apt. 3/6 Tesvikiye		Singapore		79903	Singapore	Japan
10127	42	100	1	8138.76	6/3/2003 0:00	Shipped	2	6	2003	Classic Cars	173	S12_3891	Muscle Machine Inc	2125557413	4092 Furth Circle	Suite 400	NYC	NY	10022	USA	NA
10142	46	100	11	9470.94	8/8/2003 0:00	Shipped	3	8	2003	Classic Cars	173	S12_3891	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10153	49	100	10	7036.89	9/28/2003 0:00	Shipped	3	9	2003	Classic Cars	173	S12_3891	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10165	27	100	2	5559.03	10/22/2003 0:00	Shipped	4	10	2003	Classic Cars	173	S12_3891	Dragon Souveniers, Ltd.	+65 221 7555	Bronz Sok., Bronz Apt. 3/6 Tesvikiye		Singapore		79903	Singapore	Japan
10176	50	100	1	7872.5	11/6/2003 0:00	Shipped	4	11	2003	Classic Cars	173	S12_3891	L'ordine Souveniers	0522-556555	Strada Provinciale 124		Reggio Emilia		42100	Italy	EMEA
10185	43	100	12	7886.2	11/14/2003 0:00	Shipped	4	11	2003	Classic Cars	173	S12_3891	Mini Creations Ltd.	5085559555	4575 Hillside Dr.		New Bedford	MA	50553	USA	NA
10196	38	100	4	7232.16	11/26/2003 0:00	Shipped	4	11	2003	Classic Cars	173	S12_3891	Super Scale Inc.	2035559545	567 North Pendale Street		New Haven	CT	97823	USA	NA
10208	20	100	12	3114.4	1/2/2004 0:00	Shipped	1	1	2004	Classic Cars	173	S12_3891	Saveley & Henriot, Co.	78.32.5555	2, rue du Commerce		Lyon		69004	France	EMEA
10220	27	100	1	5045.22	2/12/2004 0:00	Shipped	1	2	2004	Classic Cars	173	S12_3891	Clover Collections, Co.	+353 1862 1555	25 Maiden Lane	Floor No. 4	Dublin		2	Ireland	EMEA
10231	49	100	1	6952.12	3/19/2004 0:00	Shipped	1	3	2004	Classic Cars	173	S12_3891	CAF Imports	+34 913 728 555	Merchants House, 27-30 Merchant's Quay		Madrid		28023	Spain	EMEA
10247	27	100	1	4157.73	5/5/2004 0:00	Shipped	2	5	2004	Classic Cars	173	S12_3891	Suominen Souveniers	+358 9 8045 555	Software Engineering Center, SEC Oy		Espoo		FIN-02271	Finland	EMEA
10272	39	100	1	7962.24	7/20/2004 0:00	Shipped	3	7	2004	Classic Cars	173	S12_3891	Diecast Classics Inc.	2155551555	7586 Pompton St.		Allentown	PA	70267	USA	NA
10282	24	100	4	3778.8	8/20/2004 0:00	Shipped	3	8	2004	Classic Cars	173	S12_3891	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10293	45	100	7	8253	9/9/2004 0:00	Shipped	3	9	2004	Classic Cars	173	S12_3891	Amica Models & Co.	011-4988555	Via Monte Bianco 34		Torino		10100	Italy	EMEA
10306	20	100	12	3633.4	10/14/2004 0:00	Shipped	4	10	2004	Classic Cars	173	S12_3891	AV Stores, Co.	(171) 555-1555	Fauntleroy Circus		Manchester		EC2 5NT	UK	EMEA
10314	36	100	4	6913.8	10/22/2004 0:00	Shipped	4	10	2004	Classic Cars	173	S12_3891	Heintze Collectables	86 21 3555	Smagsloget 45		Aaarhus		8200	Denmark	EMEA
10325	24	100	1	2583.6	11/5/2004 0:00	Shipped	4	11	2004	Classic Cars	173	S12_3891	Baane Mini Imports	07-98 9555	Erling Skakkes gate 78		Stavern		4110	Norway	EMEA
10336	49	63.38	1	3105.62	11/20/2004 0:00	Shipped	4	11	2004	Classic Cars	173	S12_3891	La Corne D'abondance, Co.	(1) 42.34.2555	265, boulevard Charonne		Paris		75012	France	EMEA
10349	26	100	10	4408.56	12/1/2004 0:00	Shipped	4	12	2004	Classic Cars	173	S12_3891	Muscle Machine Inc	2125557413	4092 Furth Circle	Suite 400	NYC	NY	10022	USA	NA
10359	49	62.09	5	3042.41	12/15/2004 0:00	Shipped	4	12	2004	Classic Cars	173	S12_3891	Reims Collectables	26.47.1555	59 rue de l'Abbaye		Reims		51100	France	EMEA
10372	34	100	1	5941.5	1/26/2005 0:00	Shipped	1	1	2005	Classic Cars	173	S12_3891	Tokyo Collectables, Ltd	+81 3 3584 0555	2-2-8 Roppongi		Minato-ku	Tokyo	106-0032	Japan	Japan
10382	34	95.35	12	3241.9	2/17/2005 0:00	Shipped	1	2	2005	Classic Cars	173	S12_3891	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10396	33	100	3	6109.29	3/23/2005 0:00	Shipped	1	3	2005	Classic Cars	173	S12_3891	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10413	22	100	1	3387.78	5/5/2005 0:00	Shipped	2	5	2005	Classic Cars	173	S12_3891	Gift Depot Inc.	2035552570	25593 South Bay Ln.		Bridgewater	CT	97562	USA	NA
10108	39	89.38	7	3485.82	3/3/2003 0:00	Shipped	1	3	2003	Classic Cars	79	S12_3990	Cruz & Sons Co.	+63 2 555 3587	15 McCallum Street - NatWest Center #13-03		Makati City		1227 MM	Philippines	Japan
10122	32	63.84	11	2042.88	5/8/2003 0:00	Shipped	2	5	2003	Classic Cars	79	S12_3990	Marseille Mini Autos	91.24.4555	12, rue des Bouchers		Marseille		13008	France	EMEA
10135	24	75.01	8	1800.24	7/2/2003 0:00	Shipped	3	7	2003	Classic Cars	79	S12_3990	Mini Gifts Distributors Ltd.	4155551450	5677 Strong St.		San Rafael	CA	97562	USA	NA
10147	21	63.84	8	1340.64	9/5/2003 0:00	Shipped	3	9	2003	Classic Cars	79	S12_3990	Collectables For Less Inc.	6175558555	7825 Douglas Av.		Brickhaven	MA	58339	USA	NA
10159	24	73.42	3	1762.08	10/10/2003 0:00	Shipped	4	10	2003	Classic Cars	79	S12_3990	Corporate Gift Ideas Co.	6505551386	7734 Strong St.		San Francisco	CA		USA	NA
10169	36	63.84	3	2298.24	11/4/2003 0:00	Shipped	4	11	2003	Classic Cars	79	S12_3990	Anna's Decorations, Ltd	02 9936 8555	201 Miller Street	Level 15	North Sydney	NSW	2060	Australia	APAC
10181	20	81.4	15	1628	11/12/2003 0:00	Shipped	4	11	2003	Classic Cars	79	S12_3990	Herkku Gifts	+47 2267 3215	Drammen 121, PR 744 Sentrum		Bergen		N 5804	Norway	EMEA
10191	30	64.64	4	1939.2	11/20/2003 0:00	Shipped	4	11	2003	Classic Cars	79	S12_3990	Toms Spezialitten, Ltd	0221-5554327	Mehrheimerstr. 369		Koln		50739	Germany	EMEA
10203	44	82.99	9	3651.56	12/2/2003 0:00	Shipped	4	12	2003	Classic Cars	79	S12_3990	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10211	28	92.57	3	2591.96	1/15/2004 0:00	Shipped	1	1	2004	Classic Cars	79	S12_3990	Auto Canal Petit	(1) 47.55.6555	25, rue Lauriston		Paris		75016	France	EMEA
10225	37	77.41	10	2864.17	2/22/2004 0:00	Shipped	1	2	2004	Classic Cars	79	S12_3990	Vida Sport, Ltd	0897-034555	Grenzacherweg 237		Gensve		1203	Switzerland	EMEA
10238	20	74.21	4	1484.2	4/9/2004 0:00	Shipped	2	4	2004	Classic Cars	79	S12_3990	Danish Wholesale Imports	31 12 3555	Vinb'ltet 34		Kobenhavn		1734	Denmark	EMEA
10253	25	90.17	14	2254.25	6/1/2004 0:00	Cancelled	2	6	2004	Classic Cars	79	S12_3990	UK Collectables, Ltd.	(171) 555-2282	Berkeley Gardens 12  Brewery		Liverpool		WX1 6LT	UK	EMEA
10266	35	76.61	15	2681.35	7/6/2004 0:00	Shipped	3	7	2004	Classic Cars	79	S12_3990	L'ordine Souveniers	0522-556555	Strada Provinciale 124		Reggio Emilia		42100	Italy	EMEA
10276	38	83.79	4	3184.02	8/2/2004 0:00	Shipped	3	8	2004	Classic Cars	79	S12_3990	Online Mini Collectables	6175557555	7635 Spinnaker Dr.		Brickhaven	MA	58339	USA	NA
10287	41	69.43	13	2846.63	8/30/2004 0:00	Shipped	3	8	2004	Classic Cars	79	S12_3990	Vida Sport, Ltd	0897-034555	Grenzacherweg 237		Gensve		1203	Switzerland	EMEA
10300	22	76.61	6	1685.42	10/4/2003 0:00	Shipped	4	10	2003	Classic Cars	79	S12_3990	Blauer See Auto, Co.	+49 69 66 90 2555	Lyonerstr. 34		Frankfurt		60528	Germany	EMEA
10310	49	81.4	11	3988.6	10/16/2004 0:00	Shipped	4	10	2004	Classic Cars	79	S12_3990	Toms Spezialitten, Ltd	0221-5554327	Mehrheimerstr. 369		Koln		50739	Germany	EMEA
10320	38	73.42	4	2789.96	11/3/2004 0:00	Shipped	4	11	2004	Classic Cars	79	S12_3990	Volvo Model Replicas, Co	0921-12 3555	FALSE		Lule		S-958 22	Sweden	EMEA
10329	33	100	14	3607.56	11/15/2004 0:00	Shipped	4	11	2004	Classic Cars	79	S12_3990	Land of Toys Inc.	2125557818	897 Long Airport Avenue		NYC	NY	10022	USA	NA
10341	36	93.56	10	3368.16	11/24/2004 0:00	Shipped	4	11	2004	Classic Cars	79	S12_3990	Salzburg Collectables	6562-9555	Geislweg 14		Salzburg		5020	Austria	EMEA
10363	34	81.62	5	2775.08	1/6/2005 0:00	Shipped	1	1	2005	Classic Cars	79	S12_3990	Suominen Souveniers	+358 9 8045 555	Software Engineering Center, SEC Oy		Espoo		FIN-02271	Finland	EMEA
10377	24	67.83	5	1627.92	2/9/2005 0:00	Shipped	1	2	2005	Classic Cars	79	S12_3990	Toys of Finland, Co.	90-224 8555	Keskuskatu 45		Helsinki		21240	Finland	EMEA
10389	36	70.26	7	2529.36	3/3/2005 0:00	Shipped	1	3	2005	Classic Cars	79	S12_3990	Scandinavian Gift Ideas	0695-34 6555	?kergatan 24		Boras		S-844 67	Sweden	EMEA
10419	34	90.17	14	3065.78	5/17/2005 0:00	Shipped	2	5	2005	Classic Cars	79	S12_3990	Salzburg Collectables	6562-9555	Geislweg 14		Salzburg		5020	Austria	EMEA
10104	41	100	9	4615.78	1/31/2003 0:00	Shipped	1	1	2003	Trucks and Buses	118	S12_4473	Euro Shopping Channel	(91) 555 94 44	C/ Moralzarzal, 86		Madrid		28034	Spain	EMEA
10115	46	100	5	5723.78	4/4/2003 0:00	Shipped	2	4	2003	Trucks and Buses	118	S12_4473	Classic Legends Inc.	2125558493	5905 Pompton St.	Suite 750	NYC	NY	10022	USA	NA
10127	24	100	11	2559.6	6/3/2003 0:00	Shipped	2	6	2003	Trucks and Buses	118	S12_4473	Muscle Machine Inc	2125557413	4092 Furth Circle	Suite 400	NYC	NY	10022	USA	NA
10141	21	100	5	2140.11	8/1/2003 0:00	Shipped	3	8	2003	Trucks and Buses	118	S12_4473	Suominen Souveniers	+358 9 8045 555	Software Engineering Center, SEC Oy		Espoo		FIN-02271	Finland	EMEA
